SalesVsPurchases,EmployeeGrowth,TotalSales,ClaimCredits,NetIncome,GrossLoss,Inventories,GrossRevenue,RawMaterials,FixedAssets,TaxEvasion
SVltPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,High
SVltPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVeqPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVgtPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,High
SVeqPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,Low
SVltPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPincr,Low
SVgtPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,High
SVeqPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,High
SVltPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVltPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVgtPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVeqPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVgtPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVltPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,High
SVltPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVeqPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,High
SVeqPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAdecrTPincr,High
SVltPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVeqPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVltPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVgtPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,High
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Low
SVgtPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,High
SVltPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVltPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPincr,Low
SVeqPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Low
SVeqPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVgtPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVeqPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVeqPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,High
SVltPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVeqPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVltPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVltPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,High
SVltPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Low
SVeqPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVgtPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVeqPV,EGincrTPdecr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVgtPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVeqPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,High
SVeqPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Low
SVeqPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVltPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVltPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVeqPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVeqPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,High
SVeqPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVeqPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,Medium
SVltPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVeqPV,EGincrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVeqPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,High
SVgtPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPincr,High
SVltPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Low
SVeqPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,High
SVltPV,EGdecrTPincr,TSdecrTPincr,UnusualCC,NIdecrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Low
SVgtPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVeqPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Low
SVltPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVltPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVeqPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVltPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,High
SVgtPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVincrDIdecr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVltPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVltPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,High
SVeqPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,High
SVgtPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPdecr,High
SVgtPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVltPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPincr,Low
SVeqPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,High
SVgtPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIdecr,GRincrTPdecr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVgtPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPincr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVeqPV,EGdecrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCincrFPSdecr,FAincrTPdecr,Medium
SVgtPV,EGincrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPincr,Medium
SVeqPV,EGincrTPdecr,TSincrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSdecr,FAdecrTPincr,High
SVgtPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPdecr,TSincrTPdecr,UsualCC,NIincrTIincr,GLincrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,High
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVltPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAdecrTPincr,Low
SVeqPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Low
SVeqPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxincr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,Low
SVeqPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPincr,High
SVltPV,EGincrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVincrDIdecr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPincr,Medium
SVgtPV,EGincrTPincr,TSdecrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAdecrTPincr,Medium
SVeqPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPdecr,Medium
SVltPV,EGincrTPdecr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAdecrTPincr,Medium
SVltPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCincrFPSincr,FAdecrTPincr,Medium
SVgtPV,EGdecrTPincr,TSincrTPdecr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPdecr,RMPCincrFPSdecr,FAincrTPincr,High
SVeqPV,EGincrTPincr,TSdecrTPincr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVeqPV,EGincrTPincr,TSincrTPincr,UsualCC,NIdecrTIincr,GLdecrTaxdecr,INVincrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVltPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRdecrTPincr,RMPCincrFPSincr,FAdecrTPincr,Low
SVgtPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIdecr,GLincrTaxdecr,INVincrDIincr,GRincrTPdecr,RMPCincrFPSincr,FAincrTPdecr,High
SVltPV,EGincrTPdecr,TSdecrTPincr,UnusualCC,NIincrTIincr,GLdecrTaxdecr,INVdecrDIincr,GRincrTPincr,RMPCdecrFPSincr,FAincrTPincr,Low
SVeqPV,EGincrTPincr,TSincrTPincr,UsualCC,NIincrTIincr,GLdecrTaxincr,INVincrDIincr,GRincrTPincr,RMPCincrFPSincr,FAincrTPdecr,Medium
SVgtPV,EGdecrTPincr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxincr,INVincrDIincr,GRincrTPdecr,RMPCdecrFPSincr,FAincrTPdecr,High
SVgtPV,EGincrTPdecr,TSincrTPdecr,UnusualCC,NIincrTIdecr,GLdecrTaxdecr,INVincrDIdecr,GRdecrTPincr,RMPCdecrFPSincr,FAincrTPdecr,High
